show_id,type,title,director,actors,country,rating,duration,listed_in,description,date_added,release_year
s6714,Movie,Everybody Knows,Asghar Farhadi,"Penélope Cruz, Javier Bardem, Ricardo Darín, Eduard Fernández, Bárbara Lennie, Inma Cuesta, Elvira Mínguez, Ramón Barea, Carla Campra, Sara Sálamo, Roger Casamajor, José Ángel Egido","Spain, France, Italy",R,133 min,"Dramas, International Movies, Thrillers","Journeying back to her small Spanish hometown for her sister's wedding, Laura must grapple with long-buried secrets when her daughter is abducted.",2019-06-06,2019
s4893,Movie,Pocoyo & Cars,Unknown,"Stephen Fry, Alex Marty",Unknown,TV-Y,19 min,Movies,"Pocoyo gears up for exciting car races and learns that friends, teamwork and imagination are what matter the most.",2018-05-01,2015
s1343,Movie,Space Sweepers,Jo Sung-hee,"Song Joong-ki, Kim Tae-ri, Jin Sun-kyu, Yoo Hai-jin, Richard Armitage, Park Ye-rin",South Korea,TV-MA,138 min,"Action & Adventure, Dramas, International Movies","Chasing after space debris and faraway dreams in year 2092, four misfits unearth explosive secrets during the attempted trade of a wide-eyed humanoid.",2021-02-05,2021
s5814,Movie,Louis C.K.: Live at the Comedy Store,Louis C.K.,Louis C.K.,United States,66 min,Unknown,Movies,"The comic puts his trademark hilarious/thought-provoking spin on finding a bat in his kitchen, seeing rats having sex, Boston accents and dead pets.",2016-08-15,2015
s732,TV Show,Love (ft. Marriage and Divorce),Unknown,"Sung Hoon, Lee Tae-gon, Park Joo-mi, Lee Ga-ryoung, Lee Min-young, Jeon No-min, Jeon Soo-kyeong, Lim Hye-young, Song Ji-in, Moon Sung-ho, Roh Joo-hyun, Kim Ameliia, Kim Eung-soo, Lee Jong-nam, Lee Hyo-chun, Jun Hye-won, Lim Han-bin, Park Seo-kyung, Shin Su-ho, Yun Seo-hyun",South Korea,TV-14,2 Seasons,"International TV Shows, TV Dramas","Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",2021-06-12,2021
s4933,Movie,Greg Davies: You Magnificent Beast,Peter Orton,Greg Davies,United Kingdom,TV-MA,66 min,Stand-Up Comedy,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special.",2018-04-10,2018
s6282,TV Show,Ben 10,Unknown,"Tara Strong, Montse Hernandez, David Kaye, Roger Craig Smith, Todd Haberkorn, Dwight Schultz, Daryl Sabara",United States,TV-Y7,1 Season,Kids' TV,Ben can transform into ten types of aliens. He'll try 'em all while adventuring across the country with his cousin Gwen and Grandpa Max.,2018-09-30,2016
s5187,Movie,Bandie,Alo Sarkar,"Uttam Kumar, Sulakshana Pandit, Utpal Dutt, Bindu, Amjad Khan, Helen, Indrani Mukherjee, Padma Khanna, Iftekhar",India,TV-PG,141 min,"Action & Adventure, Dramas, International Movies","Heirless Maharaj Brajbhan leaves his throne to his cousin Vikram, but when Brajbhan's wife, Badi Rani, finally conceives, Vikram plots to destroy her.",2017-11-01,1978
s4189,Movie,Echcharikkai,Sarjun,"Sathyaraj, Varalakshmi Sarathkumar, Kishore Kumar G., Vivek Rajgopal, Jayakumar, Yogi Babu, Soundar, L. Alice",India,TV-14,127 min,"International Movies, Thrillers","After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down.",2019-01-15,2018
s6125,Movie,Alpha and Omega 2: A Howl-iday Adventure,Richard Rich,"Ben Diskin, Kate Higgins, Blackie Rose, Lindsay Torrance, Liza West, Tracy Pfau, Bill Lader, Meryl Leigh, Shaun Gerardo",United States,TV-G,45 min,Children & Family Movies,"In this animated outdoor adventure, wolf couple Humphrey and Kate face a crisis when one of their three cubs disappears without explanation.",2019-10-01,2013
s735,TV Show,Lupin,Unknown,"Omar Sy, Ludivine Sagnier, Clotilde Hesme, Nicole Garcia, Hervé Pierre, Soufiane Guerrab, Antoine Gouy, Fargass Assandé, Vincent Londez, Shirine Boutella","France, United States",TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",2021-06-11,2021
s4075,Movie,It Takes a Man and a Woman,Cathy Garcia-Molina,"John Lloyd Cruz, Sarah Geronimo, Rowell Santiago, Al Tantay, Irma Adlawan, Joross Gamboa, Gio Alvarez, Matet De Leon, Miles Ocampo, Andre Garcia, Dante Rivero, Isabelle Daza",Philippines,TV-PG,127 min,"Comedies, International Movies, Romantic Movies","Laida and Miggy used to be in love, but now they're forced to work together in a professional capacity – and neither is completely over their past.",2019-02-27,2013
s8406,Movie,The Lord of the Rings: The Two Towers,Peter Jackson,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom","New Zealand, United States",PG-13,179 min,"Action & Adventure, Sci-Fi & Fantasy","Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin.",2020-01-01,2002
s3943,TV Show,Roman Empire: Reign of Blood,Unknown,"Sean Bean, Aaron Jakubenko, Edwin Wright, Mike Edward, Genevieve Aitken, John Bach, Tai Berdinner-Blades, Jared Turner, Andrew Foster, Calum Gittins, Shane Bartle, Ella Becroft, Lisa Chappell, Emma Fenton, Phil Brown, Carl Bland, Adam Gardiner","Canada, United States",TV-MA,3 Seasons,Docuseries,"This stylish mix of documentary and historical epic chronicles the reign of Commodus, the emperor whose rule marked the beginning of Rome's fall.",2019-04-05,2019
s6821,TV Show,Gabru: Hip Hop Revolution,Unknown,"Amol Parashar, Harleen Sethi, Chaitanya Sharma, Priya Malik, Pratik Dixit",India,TV-14,1 Season,"International TV Shows, TV Dramas","Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination .",2018-06-01,2018
s482,Movie,How I Became a Superhero,Douglas Attal,"Pio Marmaï, Vimala Pons, Benoît Poelvoorde, Leïla Bekhti, Swann Arlaud, Gilles Cohen, Léonie Souchaud, Camille Japy, Louis Peres, Théo Christine",Unknown,TV-MA,101 min,"Action & Adventure, Dramas, International Movies","In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers.",2021-07-09,2021
s7206,Movie,Kills on Wheels,Attila Till,"Szabolcs Thuróczy, Zoltán Fenyvesi, Adám Fekete, Dusan Vitanovic, Mónika Balsai, Lidia Danis, Zoltán Mucsi",Hungary,TV-MA,103 min,"Action & Adventure, Dramas, International Movies","Two young men with disabilities befriend a hitman in a wheelchair and become his helpers, only to wind up in the crosshairs of a Serbian mobster.",2018-03-15,2016
s7169,Movie,Kanika,Unknown,"Sharad Ponkshe, Smita Shewale",India,TV-14,110 min,"Horror Movies, International Movies, Thrillers",A doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.,2018-03-01,2017
s5339,Movie,Baahubali: The Beginning (Malayalam Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",Unknown,TV-14,160 min,"Action & Adventure, Dramas, International Movies",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Malayalam version of S.S. Rajamouli's epic.,2017-08-07,2015
s456,Movie,Emicida: AmarElo - Live in São Paulo,Fred Ouro Preto,Emicida,Unknown,TV-MA,100 min,"Documentaries, International Movies, Music & Musicals",Brazilian rapper Emicida brings his progressive rhymes and eclectic beats to São Paulo's Theatro Municipal as he performs hits from the album AmarElo.,2021-07-15,2021
s6379,TV Show,Bringing Sexy Back,Unknown,Samantha Armstrong,Unknown,TV-14,1 Season,"International TV Shows, Reality TV","In this reality series, everyday individuals adopt healthier lifestyles and transform their bodies to reclaim their confidence – with dramatic results.",2019-10-02,2015
s5366,TV Show,Vexed,Unknown,"Toby Stephens, Miranda Raison, Lucy Punch, Nick Dunning, Rory Kinnear, Ronny Jhutti, Roger Griffiths, Patrick Baladi",United Kingdom,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",Charming slacker DI Jack Armstrong and driven professional DI Kate Bishop try to solve crimes together without driving each other crazy.,2017-08-01,2012
s4250,Movie,Tom Papa Live in New York City,Rob Zombie,Tom Papa,United States,TV-14,57 min,Stand-Up Comedy,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show.",2018-12-31,2011
s8631,Movie,Trip to Bhangarh: Asia's Most Haunted Place,Jitender Pawar,"Manish Chaudhary, Suzanna Mukherjee, Piyush Raina, Rachit Behl, Rohit Chaudhury, Vikram Kochhar, Poonam Pandey",India,TV-MA,113 min,"International Movies, Thrillers","To amuse themselves, six college friends decide to pay a visit to a fortress believed by some to be the most haunted place in Asia.",2017-11-01,2014
s6802,Movie,French Dirty,"Wade Allain-Marcus, Jesse Allain-Marcus","Wade Allain-Marcus, Arjun Gupta, Melina Lizette, Elsa Biedermann, Katie Blake, Santana Dempsey",United States,TV-MA,72 min,"Dramas, Independent Movies","An aimless, unemployed millennial hangs out with his pals and resists growing up, until an affair with his best friend's girl forces him to change.",2016-02-04,2015
s330,Movie,Catch Me If You Can,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin","United States, Canada",PG-13,142 min,Dramas,"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit.",2021-08-01,2002
s8287,Movie,The Eichmann Show,Paul Andrew Williams,"Martin Freeman, Anthony LaPaglia, Rebecca Front, Andy Nyman, Nicholas Woodeson, Ben Addis, Caroline Bartleet, Ed Birch, Dylan Edwards, Nathaniel Gleed, Ben Lloyd-Hughes, Vaidotas Martinaitis, Zora Bishop","United Kingdom, Lithuania",TV-MA,96 min,"Dramas, International Movies",This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.,2017-08-31,2015
s2621,Movie,Neseli Hayat,Yılmaz Erdoğan,"Yılmaz Erdoğan, Ersin Korkut, Büşra Pekin, Erdal Tosun, Rıza Akın, Sinan Bengier, Cezmi Baskın, Ayberk Atilla, Fatma Murat, Metin Yıldız",Turkey,TV-14,108 min,"Comedies, International Movies","Burdened by troubles and caught between cultures, Riza takes a job as a mall Santa and finds that real life may not be so different from make-believe.",2020-04-28,2009
s5821,Movie,Lavell Crawford: Can a Brother Get Some Love?,Michael Drumm,Lavell Crawford,United States,TV-MA,81 min,Stand-Up Comedy,"Last Comic Standing runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love – and the laughs.",2016-08-02,2011
s5492,Movie,Sahara,Pierre Coré,"Robert Naylor, Angela Galuppo, Daniel Brochu, Mark Hauser, Andrew Shaver, Mathew Mackay, Richard Dumont, Brady Moffatt, Rick Jones, Nadia Verrucci, Sonja Ball","France, Canada",TV-Y7,86 min,Children & Family Movies,"When his new love is captured by an evil snake charmer, a young cobra and his scorpion best friend set out across the desert on a wild rescue mission.",2017-05-12,2017
s3390,Movie,Free Fire,Ben Wheatley,"Sharlto Copley, Armie Hammer, Brie Larson, Cillian Murphy, Jack Reynor, Babou Ceesay, Enzo Cilenti, Sam Riley, Michael Smiley, Noah Taylor, Patrick Bergin, Mark Monero",United Kingdom,R,91 min,"Action & Adventure, Comedies, Independent Movies",A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.,2019-10-21,2016
s8176,TV Show,The 2000s,Unknown,Unknown,United States,TV-MA,1 Season,Docuseries,"Examine the triumphs, tragedies, cultural shifts and technological leaps that occurred during the millennium's first decade.",2019-02-19,2018
s6829,Movie,Garuda Di Dadaku,Ifa Isfansyah,"Emir Mahira, Maudy Koesnaedi, Ikranagara, Aldo Tansani, Marsha Aruan, Ari Sihasale",Indonesia,TV-PG,96 min,"Children & Family Movies, Dramas, Sports Movies","A determined boy will do anything to become a great soccer player, despite the wishes of his grandfather.",2018-10-09,2009
s1380,Movie,Black Rose,Okey Oku,"Blossom Chukwujekwu, Ebele Okaro, Lilian Echelon, Betty Bellor, Swanky JKA",Nigeria,TV-14,121 min,"Dramas, International Movies","Struggling in poverty with her single mother and siblings, a principled young woman meets the man of her dreams but soon finds he's keeping secrets.",2021-01-26,2018
s8242,Movie,The CEO,Kunle Afolayan,"Wale Ojo, Jimmy Jean-Louis, Hilda Dokubo, Nico Panagio, Aurélie Eliam, Peter King Nzioki Mwania, Fatym Layachi, Kemi Lala Akindoju, Angélique Kidjo",Nigeria,TV-14,109 min,"Dramas, International Movies, Thrillers",A group of executives heads to a telecommunications retreat to pick the firm's new CEO until they find themselves in a contest to win – and stay alive.,2019-09-01,2016
s6447,Movie,Charlie and the Chocolate Factory,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz","United Kingdom, United States",PG,115 min,"Children & Family Movies, Comedies",The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,2020-01-01,2005
s4531,TV Show,Empire Games,Unknown,Jim O'Brien,"Czech Republic, United States",TV-14,1 Season,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.,2018-10-05,2018
s8153,Movie,Tarzan 2,Brian Smith,"Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close, Lance Henriksen, Brenda Grate, Harrison Fahn",United States,G,72 min,Children & Family Movies,How did the King of the Jungle ascend to the throne? Find out in this charming prequel to the hit animated movie that catches Tarzan as a young child.,2017-06-23,2005
s1074,Movie,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,Suhas Kadav,"Saurav Chakraborty, Sanket Mhatre, Kamal Chaturvedi, Warren Dsouza, Trilok Patel, Manish Bhuvan",Unknown,TV-Y7,86 min,"Children & Family Movies, Music & Musicals","While in Japan, best friends Motu and Patlu have only one month to train for an epic martial arts battle against two wicked but highly skilled brothers.",2021-04-13,2018
s6207,Movie,Bachelor Girls,Shikha Makan,Unknown,India,TV-MA,61 min,"Documentaries, International Movies","Through intimate interviews, this documentary explores the stigma facing independent women who seek housing in modern Mumbai.",2018-03-01,2016
s5137,Movie,Temple,Michael Barrett,"Logan Huffman, Natalia Warner, Brandon Sklenar, Naoto Takenaka, Asahi Uchida, Mei Kurokawa, Hisashi Miyazawa, Miho Tamaki, Seiki Chiba, Yoshimi Tachi","Japan, United States",TV-MA,78 min,"Horror Movies, Independent Movies",Three unsuspecting American tourists visit a mysterious mountain shrine in Japan despite uncanny warnings from local inhabitants to stay away.,2017-12-02,2017
s1953,TV Show,Mighty Little Bheem,Unknown,Unknown,Unknown,TV-Y,3 Seasons,"Kids' TV, TV Comedies",An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.,2020-09-25,2020
s8700,Movie,Warehoused,Jack Zagha Kababie,"José Carlos Ruiz, Hoze Meléndez",Mexico,TV-14,92 min,"Comedies, Dramas, International Movies",A soon-to-be-retiring Mr. Lino teaches 20-something Nin the strict rules of his new warehouse job in this dramedy about the absurdities of work life.,2017-11-01,2015
s3890,Movie,Money Trap,Yılmaz Erdoğan,"Yılmaz Erdoğan, Kıvanç Tatlıtuğ, Ezgi Mola, Bensu Soral, Rıza Kocaoğlu, Okan Çabalar, Güven Kıraç, Ahmet Mümtaz Taylan",Turkey,TV-MA,122 min,"Comedies, Dramas, International Movies","When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world.",2019-04-26,2019
s8097,Movie,Stop at Nothing: The Lance Armstrong Story,Alex Holmes,Unknown,"Australia, United Kingdom, United States, New Zealand, Italy, France",NR,100 min,"Documentaries, International Movies, Sports Movies","An athlete dupes the world with his tale of miraculous recovery from cancer, becoming a sports hero and beacon of hope, but can he outpace the truth?",2015-02-15,2014
s3827,TV Show,Revisions,Unknown,"Koki Uchiyama, Mikako Komatsu, Nobunaga Shimazaki, Rie Takahashi, Manaka Iwami, Soma Saito",Japan,TV-14,1 Season,"Anime Series, International TV Shows","When Shibuya time-warps to 2388, high schooler Daisuke and his friends are conscripted by AHRV agent Milo to fight the hostile cyborg race, revisions.",2019-05-14,2018
s4437,TV Show,Follow This,Unknown,"John Stanton, Scaachi Koul, Azeen Ghorayshi, Bim Adewunmi, Juliane Loffler, Charlie Warzel",United States,TV-MA,3 Seasons,Docuseries,Follow the reporters at BuzzFeed as they probe topics ranging from quirky internet crazes to safe injection spaces for opioid users.,2018-11-01,2018
s1251,Movie,Connected,Milton Kremer,"Hernán Cattáneo, Richard Coleman",Unknown,TV-G,42 min,"Documentaries, International Movies, Music & Musicals","Argentine DJ Hernán Cattáneo, known for his house music innovations, invites a symphonic orchestra for a four-night run at Buenos Aires' Teatro Colón.",2021-03-01,2021
s1616,TV Show,Ink Master,Unknown,"Dave Navarro, Chris Nuñez, Oliver Peck",United States,TV-14,2 Seasons,Reality TV,"Ten of the country's most skilled tattoo artists compete for $100,000 and the title of Ink Master in this high-stakes elimination competition.",2020-12-01,2012
s1557,Movie,A Trash Truck Christmas,Eddie Rosas,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, John DiMaggio",Unknown,TV-Y,28 min,Children & Family Movies,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",2020-12-11,2020
s3257,Movie,Iliza Shlesinger: Unveiled,Steve Paley,Iliza Shlesinger,United States,TV-MA,78 min,Stand-Up Comedy,"Here comes the bride, and she's got plenty to say. Newlywed Iliza Shlesinger dissects wedding traditions as she mines her nuptials for laughs.",2019-11-19,2019
s5621,Movie,The Reconquest,Jonás Trueba,"Francesco Carril, Itsaso Arana, Candela Recio, Pablo Hoyos, Aura Garrido",Spain,TV-MA,108 min,"Dramas, International Movies, Romantic Movies","Years after they were childhood sweethearts, Manuela and Olmo share a night in Madrid, where they discuss their past and the possibility of a future.",2017-02-01,2016
s1950,TV Show,The Good Place,Unknown,"Kristen Bell, Ted Danson, William Jackson Harper, Jameela Jamil, D'Arcy Carden, Manny Jacinto",United States,TV-14,4 Seasons,TV Comedies,"Due to an error, self-absorbed Eleanor Shellstrop arrives at the Good Place after her death. Determined to stay, she tries to become a better person.",2020-09-26,2020
s660,TV Show,Bangkok Love Stories: Innocence,Unknown,"Nida Patcharaveerapong, Nicole Theriault, Nattapol Diloknawarit, Tosatid Darnkhuntod, Narupornkamol Chaisang, Pavadee Komchokpaisan, Kawin Manonukul, Ponlawit Ketprapakorn, Rudklao Amratisha, Paramej Noiam, Tachakorn Boonlupyanun, Teera Pratumtree, Nawarat Techarathanaprasert, Naphon Phromsuwan",Thailand,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","From a teenage parkour enthusiast to a bawdy restaurateur, an eclectic group of characters find romance in Bangkok's glittering Silom district.",2021-06-19,2018
s5632,Movie,Neal Brennan: 3 Mics,Neal Brennan,Neal Brennan,United States,TV-MA,66 min,Stand-Up Comedy,Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from Chappelle's Show co-creator Neal Brennan.,2017-01-17,2017
s8269,Movie,The Darkest Dawn,Unknown,Unknown,United Kingdom,TV-MA,75 min,"Action & Adventure, Independent Movies, International Movies",An aspiring filmmaker records the chaos of an alien invasion while struggling to stay alive with her sister and a bickering band of survivors.,2018-06-23,2016
s1941,Movie,Golmaal Returns,Rohit Shetty,"Ajay Devgn, Kareena Kapoor, Arshad Warsi, Tusshar Kapoor, Shreyas Talpade, Celina Jaitly, Amrita Arora, Anjana Sukhani",India,TV-MA,135 min,"Comedies, International Movies, Music & Musicals",A man's relationship with his jealous wife enters choppy waters after he has to spend a night on a yacht with a woman he's rescued from gangsters.,2020-09-28,2008
s7690,TV Show,P. King Duckling,Unknown,"Marc Thompson, Benjie Randall, Courtney Shaw",United States,TV-Y,1 Season,"Kids' TV, TV Comedies","P. King, the daring but hapless duck, teams up with best buddies Wombat and Chumpkins to find wacky and wild ways to solve their problems.",2017-11-07,2016
s1830,Movie,West Beirut,Ziad Doueiri,"Rami Doueiri, Mohamad Chamas, Rola Al Amin, Carmen Lebbos, Joseph Bou Nassar, Liliane Nemri","France, Norway, Lebanon, Belgium",TV-MA,106 min,"Dramas, International Movies","Three intrepid teens roam the streets of Beirut in the midst of civil war, filming on a Super 8 camera and reckoning with the pains of growing up.",2020-10-19,1999
s5404,TV Show,The Oath,Unknown,"Christopher Lee, Jesseca Liu, Ann Kok, Kate Pang, Zhang Zhenhuan, Richard Low",Singapore,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Two doctors with opposite approaches to treating patients clash on the job and must learn to trust each other's expertise, allowing love to bloom.",2017-07-01,2011
s1143,Movie,White Boy,Shawn Rech,Richard Wershe Jr.,United States,TV-MA,83 min,Documentaries,This true-crime documentary exposes new facts about alleged teen drug lord White Boy Rick and his lesser-known role as an FBI informant.,2021-04-01,2017
s5663,TV Show,Crazyhead,Unknown,"Cara Theobold, Susan Wokoma, Riann Steele, Arinzé Kene, Lewis Reeves, Tony Curran",United Kingdom,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",Bowling alley worker Amy and nonconformist Raquel kick some serious demon butt while also facing their inner demons as they navigate their early 20s.,2016-12-16,2016
s8212,Movie,The Black Room,Rolfe Kanefsky,"Natasha Henstridge, Lukas Hassel, Lin Shaye, Dominique Swain, Augie Duke, Caleb Scott, James Duval, Tiffany Shepis",United States,TV-MA,95 min,Horror Movies,A couple's new dream home morphs into a nightmare after they learn that an evil and lustful spirit resides in their basement.,2017-08-07,2016
s5294,Movie,Berserk: The Golden Age Arc III - The Advent,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka",Japan,TV-MA,107 min,"Action & Adventure, Anime Features, International Movies","A year after he left the Band of the Hawk, Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate.",2017-09-01,2013
s2566,TV Show,Almost Happy,Hernán Guerschuny,"Sebastián Wainraich, Natalie Pérez, Santiago Korovsky",Argentina,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies","Sebastián is a radio show host of modest fame, trying to find a way in the world as he deals with his ex-wife (whom he still loves) and two kids.",2020-05-02,2020
s6469,Movie,Child's Play,Tom Holland,"Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder",United States,R,87 min,"Cult Movies, Horror Movies","When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",2019-12-31,1988
s1186,Movie,Who's the Boss,Chinaza Onuzo,"Funke Akindele, Blossom Chukwujekwu, Sharon Ooja, Ini Dima-Okojie, Segun Arinze, Bolly Lomo, Beverly Osu, Tayo Faniran",Nigeria,TV-MA,106 min,"Comedies, International Movies, Romantic Movies","A young, overworked ad executive with an overbearing boss starts her own side hustle and invents an employer once her business begins to flourish.",2021-03-19,2020
s4476,Movie,Shirkers,Sandi Tan,Unknown,"United States, United Kingdom",TV-14,97 min,Documentaries,"In 1992, Sandi Tan and her friends shot a quirky film on the streets of Singapore. Then the footage disappeared, sending her on a hunt for answers.",2018-10-26,2018
s537,TV Show,Tales by Light,Unknown,"Darren Jew, Art Wolfe, Krystle Wright, Peter Eastway, Richard l’Anson, Jack Thompson, Jonathan Scott, Angela Scott, Eric Cheng, Stephen Dupont",Australia,TV-14,3 Seasons,"Docuseries, International TV Shows, Science & Nature TV","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light.",2021-07-06,2018
s597,Movie,Sword of Trust,Lynn Shelton,"Marc Maron, Jon Bass, Michaela Watkins, Jillian Bell, Toby Huss, Dan Bakkedahl, Lynn Shelton, Whitmer Thomas",United States,R,89 min,"Comedies, Dramas, Independent Movies",An offbeat foursome takes a wild journey through the Southern belt of denial to sell a relic purporting to prove the South won the Civil War.,2021-07-01,2019
s8134,Movie,Survivors Guide to Prison,Matthew Cooke,Susan Sarandon,United States,TV-MA,103 min,Documentaries,"Former inmates, officers and celebrities critique the U.S. prison system in this documentary packaged as a how-to handbook for the incarcerated.",2018-05-24,2017
s5010,Movie,Judwaa 2,David Dhawan,"Varun Dhawan, Jacqueline Fernandez, Tapsee Pannu, Rajpal Yadav, Sachin Khedekar, Anupam Kher, Zakir Hussain, Pavan Malhotra",India,TV-14,145 min,"Action & Adventure, Comedies, International Movies","Separated at birth, twins Raja and Prem couldn't be more different. But when fate puts them both in London, they start being mistaken for each other.",2018-03-01,2017
s1614,Movie,Effie Gray,Richard Laxton,"Dakota Fanning, Emma Thompson, Julie Walters, David Suchet, Derek Jacobi, James Fox, Robbie Coltrane, Claudia Cardinale, Greg Wise, Tom Sturridge",United Kingdom,PG-13,109 min,"Dramas, International Movies, Romantic Movies","Trapped in a loveless marriage, the young wife of Victorian-era art critic John Ruskin finds herself falling for an artist — and looking for a way out.",2020-12-01,2014
s6519,Movie,Come and Find Me,Zack Whedon,"Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk, Zachary Knighton, Enver Gjokaj, Michael Kopsa, Terry Chen","Canada, United States, United Kingdom",R,112 min,"Dramas, Thrillers","When his photographer girlfriend vanishes, an L.A. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption.",2019-09-18,2016
s2416,TV Show,Queen of the South,Unknown,"Alice Braga, Veronica Falcón, Justina Machado, Peter Gadiot, Hemky Madera, Gerardo Taracena","United States, Mexico, Spain, Malta",TV-MA,4 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","Forced to work for a cartel that recently killed her boyfriend, Teresa relies on her street smarts, a loyal pal and a mysterious notebook to survive.",2020-06-06,2018
s4219,TV Show,A Series of Unfortunate Events,Unknown,"Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes, K. Todd Freeman, Joan Cusack, Aasif Mandvi",United States,TV-PG,3 Seasons,"Kids' TV, TV Action & Adventure, TV Comedies","The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets.",2019-01-01,2019
s7455,Movie,Midnight Special,Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver, Jaeden Martell, Sam Shepard, Bill Camp, Scott Haze, Paul Sparks","United States, Greece",PG-13,112 min,"Action & Adventure, Sci-Fi & Fantasy","When his son exhibits supernatural powers, a father takes the youngster on the run to protect him from government authorities and religious fanatics.",2020-09-07,2016
s1660,Movie,Hard Kill,Matt Eskandari,"Jesse Metcalfe, Bruce Willis, Natalie Eva Marie, Lala Kent, Texas Battle, Swen Temmel, Sergio Rizzuto, Tyler Jon Olson, Jon Galanis",United States,R,98 min,Action & Adventure,"When a billionaire hires a team of mercenaries for protection, they soon realize world-changing technology and his daughter’s life are also at stake.",2020-11-23,2020
